"mohcd_development_id","development_name","marketing_address","marketing_zip_code","supervisor_district","city_analysis_marketing","planning_neighborhood","ocii_project_area","lead_agency_account_name","tenure","project_status","development_type","general_housing_program","housing_program_program_name","multiphase_or_multisite_project_name","estimated_actual_construction","total_project_units","income_restricted_resid_units","sro_units_rollup","studios_units_rollup","_1_bedroom_units_rollup","_2_bedroom_units_rollup","_3_bedroom_units_rollup","_4_bedroom_units_rollup","_5_bedroom_units_rollup","treatment_beds","senior_units_rollup","tay_units_rollup","homeless_units_rollup","losp_units_rollup","vash_units_rollup","latitude","longitude","location"
"2014-005","832 Sutter","832 Sutter St","94109","3","Nob Hill","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2016-09-16T00:00:00.000","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","37.78879602","-122.4141407","POINT (-122.4141407 37.78879602)"
"2025-003","835 Turk","835 Turk St","94102","2","Western Addition","Downtown/Civic Center","Western Addition-Area 2","MOHCD/HSH","Rental","Building Rehabilitation (Construction)","Rehabilitation","MOHCD 100% Affordable (Preservation)","HSH Homekey",,"2027-02-17T00:00:00.000","106","106","106","0","0","0","0","0","0","0","0","0","106","106","0","37.78155809","-122.4229061","POINT (-122.4229061 37.78155809)"
"2013-003","855 Brannan","855 Brannan St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-12-07T00:00:00.000","55","55","0","11","21","22","1","0","0","0","0","0","0","0","0","37.77197321","-122.4042439","POINT (-122.4042439 37.77197321)"
"2009-014","870 Harrison","870 Harrison St","94107","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2015-01-08T00:00:00.000","4","4","0","0","0","4","0","0","0","0","0","0","0","0","0","37.7797426","-122.4012963","POINT (-122.4012963 37.7797426)"
"2003-007","888 7th Street","888 7th St","94107","6","Mission Bay","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2008-07-11T00:00:00.000","170","170","0","12","51","77","29","1","0","0","0","0","0","0","0","37.77069192","-122.400497","POINT (-122.400497 37.77069192)"
"2003-026","888 Paris","888 Paris St","94112","11","Excelsior","Excelsior","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2004-01-01T00:00:00.000","8","8","0","0","1","7","0","0","0","0","0","0","0","0","0","37.71601114","-122.4393768","POINT (-122.4393768 37.71601114)"
"2016-019","88 At the Park","88 Arkansas St","94107","10","Mission Bay","Potrero Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2022-04-01T00:00:00.000","25","25","0","3","12","10","0","0","0","0","0","0","0","0","0","37.76519949","-122.398836","POINT (-122.398836 37.76519949)"
"2003-008","88 Townsend","88 Townsend St","94107","6","Financial District/South Beach","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-11-02T00:00:00.000","13","13","0","5","7","1","0","0","0","0","0","0","0","0","0","37.78081991","-122.3904134","POINT (-122.3904134 37.78081991)"
"2003-027","8 Landers","8 Landers St","94114","8","Castro/Upper Market","Castro/Upper Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2006-05-25T00:00:00.000","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","37.76755609","-122.4279115","POINT (-122.4279115 37.76755609)"
"2004-005","8 McLea Court","8 McLea Ct","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2007-03-07T00:00:00.000","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","37.77236901","-122.4084199","POINT (-122.4084199 37.77236901)"
"2012-025","8 Octavia","8 Octavia Blvd","94102","6","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2014-10-01T00:00:00.000","7","7","0","2","0","5","0","0","0","0","0","0","0","0","0","37.77258668","-122.4233312","POINT (-122.4233312 37.77258668)"
"1999-008","900 Van Ness","900 Van Ness Ave","94109","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2003-02-04T00:00:00.000","3","3","0","0","1","2","0","0","0","0","0","0","0","0","0","37.78405247","-122.4205801","POINT (-122.4205801 37.78405247)"
"2003-022","901 Bayshore Blvd","901 Bayshore Blvd","94124","10","Bayview Hunters Point","Bayview","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2003-09-15T00:00:00.000","4","4","0","0","4","0","0","0","0","0","0","0","0","0","0","37.73263313","-122.4041499","POINT (-122.4041499 37.73263313)"
"2008-022","901 Bush","901 Bush St","94109","3","Nob Hill","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2005-06-09T00:00:00.000","5","5","0","2","2","1","0","0","0","0","0","0","0","0","0","37.78957831","-122.4122268","POINT (-122.4122268 37.78957831)"
"2015-022","901 Tennessee","901 Tennessee St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2020-09-29T00:00:00.000","6","6","0","2","2","2","0","0","0","0","0","0","0","0","0","37.76021873","-122.3892347","POINT (-122.3892347 37.76021873)"
"1984-017","90 6th","90 6th Ave","94118","1","Inner Richmond","Inner Richmond","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"1984-04-02T00:00:00.000","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","37.7869058","-122.4644814","POINT (-122.4644814 37.7869058)"
"2019-028","921 Howard","921 Howard St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2024-04-04T00:00:00.000","201","201","0","33","82","81","5","0","0","0","0","0","0","0","0","37.78098432","-122.4052828","POINT (-122.4052828 37.78098432)"
"1998-006","929 Vermont","929 Vermont St","94107","10","Potrero Hill","Potrero Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2004-04-23T00:00:00.000","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","37.75767708","-122.4031967","POINT (-122.4031967 37.75767708)"
"2021-015","936 Geary","936 Geary St","94109","3","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Big Sites Program",,"2024-04-12T00:00:00.000","31","31","0","31","0","0","0","0","0","0","0","0","0","0","0","37.78627564","-122.4187135","POINT (-122.4187135 37.78627564)"
"2018-047","937-949 Clay St","937 Clay St","94108","3","Chinatown","Chinatown","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"2023-12-01T00:00:00.000","77","74","72","0","1","0","1","0","0","0","0","0","0","0","0","37.79379387","-122.4084805","POINT (-122.4084805 37.79379387)"
"2013-020","939-951 Eddy","939 Eddy St","94109","2","Western Addition","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2017-04-11T00:00:00.000","63","62","0","36","1","22","3","0","0","0","0","0","0","0","0","37.78231591","-122.4230481","POINT (-122.4230481 37.78231591)"
"1997-004","949 Post Street","949 Post St","94109","3","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2003-12-04T00:00:00.000","24","24","0","24","0","0","0","0","0","0","1","0","0","0","0","37.78688359","-122.4173692","POINT (-122.4173692 37.78688359)"
"1987-006","972 Bush","972 Bush St","94109","3","Nob Hill","Nob Hill","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","Rehabilitation","Other Ownership Programs","Condo Conversion Program",,"2018-01-12T00:00:00.000","22","22","0","11","11","0","0","0","0","0","0","0","0","0","0","37.78971214","-122.4131823","POINT (-122.4131823 37.78971214)"
"2016-012","988 Harrison","988 Harrison St","94107","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2025-02-20T00:00:00.000","12","12","0","1","6","5","0","0","0","0","0","0","0","0","0","37.77766151","-122.4041068","POINT (-122.4041068 37.77766151)"
"2013-033","990 Pacific","990 Pacific Ave","94133","3","Chinatown","Nob Hill","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2018-02-01T00:00:00.000","93","92","0","74","18","0","0","0","0","0","0","0","0","0","0","37.79639498","-122.4114773","POINT (-122.4114773 37.79639498)"
"2001-019","990 Polk","990 Polk St","94109","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2009-03-11T00:00:00.000","110","110","0","81","29","0","0","0","0","0","0","0","22","22","0","37.78567985","-122.4193129","POINT (-122.4193129 37.78567985)"
"2014-036","99 Rausch","99 Rausch St","94103","6","South of Market","South of Market","Not in an OCII Project Area","MOHCD","Ownership","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2017-12-07T00:00:00.000","13","13","0","1","7","5","0","0","0","0","0","0","0","0","0","37.7760815","-122.4088464","POINT (-122.4088464 37.7760815)"
"1981-003","Aarti Hotel","391 Leavenworth St","94109","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","MOHCD/SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2011-10-07T00:00:00.000","40","40","40","0","0","0","0","0","0","0","0","0","0","0","0","37.78441431","-122.4144429","POINT (-122.4144429 37.78441431)"
"1989-003","Abel Gonzalez Apartments","1045 Capp St","94110","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2021-06-25T00:00:00.000","30","30","0","9","21","0","0","0","0","0","0","0","0","0","0","37.74999962","-122.4168988","POINT (-122.4168988 37.74999962)"
"1991-009","Alcantara Court","670-672 Valencia St","94110","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1998-06-11T00:00:00.000","51","50","0","24","26","0","0","0","0","0","0","0","0","0","0","37.76213576","-122.4220152","POINT (-122.4220152 37.76213576)"
"2012-013","Alchemy","200 Buchanan St","94102","8","Hayes Valley","Western Addition","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","Inclusionary Housing","Inclusionary Housing Program",,"2018-01-16T00:00:00.000","50","50","0","12","23","15","0","0","0","0","0","0","0","0","0","37.77197978","-122.425499","POINT (-122.425499 37.77197978)"
"2013-043","Alemany","951 Ellsworth St","94110","9","Bernal Heights","Bernal Heights","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Rental Assistance Demonstration Program",,"2019-07-18T00:00:00.000","148","148","0","0","7","96","43","2","0","0","0","0","0","0","0","37.73277762","-122.4165509","POINT (-122.4165509 37.73277762)"
"1999-010","Alexander Residence","230 Eddy St","94102","5","Tenderloin","Downtown/Civic Center","Not in an OCII Project Area","SFRA","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"2019-12-11T00:00:00.000","179","179","132","0","47","0","0","0","0","0","0","0","0","0","0","37.78436486","-122.4114299","POINT (-122.4114299 37.78436486)"
"2012-001e","Alice Griffith Apartments Phase 4","2800 Arelious Walker Dr","94124","10","Bayview Hunters Point","Bayview","Candlestick Point","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","HOPE SF","Alice Griffith HOPE SF","2019-05-02T00:00:00.000","33","30","0","0","12","6","0","9","3","0","0","0","0","0","0","37.71766764","-122.3859545","POINT (-122.3859545 37.71766764)"
"2012-001a","Alice Griffith Phase 1","2600 Arelious Walker Dr","94124","10","Bayview Hunters Point","Bayview","Candlestick Point","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","HOPE SF","Alice Griffith HOPE SF","2017-10-27T00:00:00.000","94","93","0","0","23","51","7","12","0","0","0","0","0","0","0","37.71887779","-122.3848864","POINT (-122.3848864 37.71887779)"
"2012-001b","Alice Griffith Phase 2","2700 Arelious Walker Dr","94124","10","Bayview Hunters Point","Bayview","Candlestick Point","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","HOPE SF","Alice Griffith HOPE SF","2017-10-27T00:00:00.000","92","91","0","0","23","47","9","12","0","0","0","0","0","0","0","37.71826896","-122.3854389","POINT (-122.3854389 37.71826896)"
"2012-001c","Alice Griffith - Phase 3A (Block 1A)","2500 Arelious Walker Dr","94124","10","Bayview Hunters Point","Bayview","Candlestick Point","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","HOPE SF","Alice Griffith HOPE SF","2019-08-20T00:00:00.000","80","80","0","0","10","60","7","3","0","0","0","0","0","0","0","37.71962424","-122.3842371","POINT (-122.3842371 37.71962424)"
"2012-001d","Alice Griffith - Phase 3B (Block 1B)","2500 Arelious Walker Dr","94124","10","Bayview Hunters Point","Bayview","Candlestick Point","OCII","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","HOPE SF","Alice Griffith HOPE SF","2019-08-20T00:00:00.000","40","40","0","0","3","11","26","0","0","0","0","0","0","0","0","37.71962424","-122.384237","POINT (-122.384237 37.71962424)"
"1982-002","All Hallows Community","1711 Oakdale Ave","94124","10","Bayview Hunters Point","Bayview","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","New Construction","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1985-12-17T00:00:00.000","44","44","0","16","28","0","0","0","0","0","0","0","0","0","0","37.73561829","-122.3926394","POINT (-122.3926394 37.73561829)"
"1993-009","Altamont Hotel","3048 16th St","94103","9","Mission","Mission","Not in an OCII Project Area","MOHCD","Rental","Construction Complete","Rehabilitation","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"1998-04-27T00:00:00.000","90","89","88","0","1","0","0","0","0","0","0","0","0","0","0","37.76512288","-122.4205877","POINT (-122.4205877 37.76512288)"
