id,pin,address,managing_organization,property_status,date_of_acquisition,date_of_disposition,sales_status,sale_offering_status,sale_offering_reason,sq_ft,square_footage_city_estimate,land_value,ward,community_area_number,community_area_name,zoning_classification,zip_code,last_update,application_use,grouped_parcels,application_opens,application_deadline,offer_round,application_url,latitude,longitude
24913,25-17-328-030-0000,1419 W 110TH ST,,Sold,1997-03-19T00:00:00.000,2001-06-10T00:00:00.000,,,,1750.0,,,21,75,MORGAN PARK,RS-3,60643,09/12/2025,,,,,,,41.693803394031214,-87.65784022370207
16064,17-21-403-003-0000,1701 S CLARK ST,2FM,Owned by City,,,,,,0.0,,,3,33,NEAR SOUTH SIDE,PD 676,60616,09/12/2025,,,,,,,41.85873050440543,-87.62985870926663
22362,25-24-423-021-0000,12000 S TORRENCE AVE,Park District,Leased,2001-10-03T00:00:00.000,,,,,0.0,,,10,51,SOUTH DEERING,POS-3,0,09/12/2025,,,,,,,41.67727520520159,-87.55964330411078
50735,26-05-105-011-0000,8927 S BUFFALO AVE,DPD Real Estate,Owned by City,2002-09-17T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,3518.0,10555.0,10,46,SOUTH CHICAGO,RT-3.5,60617,05/19/2026,Side Yard,,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.73297570389227,-87.543958245528
61903,20-23-115-029-0000,6528 S ELLIS AVE,DOH,Owned by City,2006-07-05T00:00:00.000,,Interest,,,0.0,3146.0,69215.0,20,42,WOODLAWN,RT-4,60637,09/12/2025,,,,,,,41.7758161132783,-87.60131021481526
20265,20-23-423-023-0000,7016 S HARPER AVE,DPD Large Lots,Sold,,,,,,4021.0,,,5,43,SOUTH SHORE,RT-4,60637,02/09/2026,,,,,,,41.767330311228605,-87.58836804647076
24175,25-24-215-034-0000,,Park District,Leased,2001-07-16T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
23782,25-22-320-023-0000,11834 S MICHIGAN AVE,,Owned by City,2005-08-30T00:00:00.000,,Interest,,,0.0,,,9,53,WEST PULLMAN,B3-2,60628,09/12/2025,,,,,,,41.678773837182476,-87.62088456244919
15401,19-11-201-053-0000,4712 S KEDZIE AVE,Other,Owned by City,1983-12-30T00:00:00.000,,,,,0.0,,,14,58,BRIGHTON PARK,PD 224,60632,09/12/2025,,,,,,,41.80680892256185,-87.70493316169883
17321,20-16-215-005-0000,5711 S LAFAYETTE AVE,,Owned by City,1973-09-28T00:00:00.000,,,,,0.0,,,20,40,WASHINGTON PARK,RS-3,60621,09/12/2025,,,,,,,41.79059116114229,-87.62637981102218
12604,17-19-220-003-0000,1755 W 14TH PL,,Sold,,,,,,0.0,,,28,28,NEAR WEST SIDE,PD 30,0,09/12/2025,,,,,,,41.86218676998606,-87.67097486929099
22432,25-29-204-005-0000,817 W 120TH ST,2FM,Owned by City,,,,,,0.0,,,21,53,WEST PULLMAN,PMD 10,60643,09/12/2025,,,,,,,41.67574816952406,-87.64261737603006
10183,16-22-110-038-0000,1440 S KOSTNER AVE,,Owned by City,2001-11-20T00:00:00.000,,Offered,,,0.0,3133.0,17233.0,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.861083636047624,-87.73516158430171
35719,20-17-118-028-0000,5545 S BISHOP ST,,Owned by City,,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.792387823740825,-87.6605580748593
35358,20-19-202-004-0000,1849 W 63RD ST,,Owned by City,1999-06-15T00:00:00.000,,Interest,,,0.0,,,15,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.77905827912633,-87.67104215033467
18447,20-10-307-013-0000,5345 S STATE ST,DPD Planning,Owned by City,1995-02-02T00:00:00.000,,Interest,,,0.0,,,3,40,WASHINGTON PARK,B3-2,60609,12/19/2025,,,,,,,41.79691516492078,-87.62528502408934
23895,25-24-207-005-0000,,Park District,Leased,2001-07-13T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
34792,17-17-112-054-0000,1321 W ADAMS ST,2FM,Owned by City,,,,,,0.0,,,27,28,NEAR WEST SIDE,PD 103,60607,09/12/2025,,,,,,,41.878726698447416,-87.66037275262828
19460,20-28-302-027-0000,7552 S LOWE AVE,,Sold,,,,,,0.0,,,17,68,ENGLEWOOD,POS-2,0,09/12/2025,,,,,,,41.75641318595116,-87.64087878141204
62276,20-08-301-030-0000,5116 S LAFLIN ST,,Owned by City,2004-02-18T00:00:00.000,,Interest,,,0.0,,,16,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.80083439214496,-87.66269040690057
34922,16-23-305-002-0000,1605 S RIDGEWAY AVE,,Owned by City,1978-03-10T00:00:00.000,,Interest,,,0.0,,,24,29,NORTH LAWNDALE,B3-2,60623,09/12/2025,,,,,,,41.85872373585299,-87.71853674861879
15595,17-34-310-074-0000,3560 S GILES AVE,DPD Large Lots,Sold,,2017-11-22T00:00:00.000,,,,0.0,,,3,35,DOUGLAS,RM-5,60653,09/12/2025,,,,,,,41.82923750031749,-87.61964027237919
22360,25-24-423-019-0000,,Park District,Leased,2001-10-19T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
20195,20-27-214-014-0000,7235 S LANGLEY AVE,,Owned by City,1999-01-28T00:00:00.000,,Application Closed,,,0.0,0.0,6227.0,6,69,GREATER GRAND CROSSING,RS-3,60619,09/12/2025,,,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.762932528229975,-87.60759428833201
22957,25-24-431-042-0000,12152 S TORRENCE AVE,Park District,Leased,2007-10-10T00:00:00.000,,,,,0.0,,,10,51,SOUTH DEERING,POS-3,0,09/12/2025,,,,,,,41.67402863591155,-87.55960341453282
50752,17-18-113-069-0000,2332 W JACKSON BLVD,,Owned by City,,,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,1540.0,49280.0,27,28,NEAR WEST SIDE,RM-5,60612,03/18/2026,,,,2025-05-16T00:00:00.000,Q2 2025,https://cocdpd.submittable.com/submit/8a873c25-24be-4920-890e-7078e7b7b21e/bpd-land-sales-application-for-market-rate-development,41.8776717431133,-87.68522345448086
7661,13-36-106-082-0000,3008 W LYNDALE ST,,Sold,,,,,,2650.0,,,35,22,LOGAN SQUARE,RT-4,60647,09/12/2025,,,,,,,41.922596930226234,-87.70268538416636
19159,20-24-324-025-0000,1708 E 71ST ST,,Owned by City,2003-04-23T00:00:00.000,,Interest,,,0.0,,,5,43,SOUTH SHORE,B3-2,00000,09/12/2025,,,,,,,41.766482924415584,-87.58333945095248
9479,16-15-417-012-0000,4131 W ARTHINGTON ST,,Sold,1997-08-19T00:00:00.000,2014-01-16T00:00:00.000,,,,3202.0,,,24,26,WEST GARFIELD PARK,RS-3,60624,09/12/2025,,,,,,,41.86971139334325,-87.72901662478486
58906,16-11-411-033-0000,3253 W WALNUT ST,,Owned by City,1993-02-05T00:00:00.000,,Interest,,,0.0,,,28,27,EAST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.88511329561733,-87.70829397420941
23134,25-25-215-019-0000,,Park District,Leased,2002-01-23T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
18943,20-10-117-011-0000,4941 S CALUMET AVE,,Sold,1995-06-07T00:00:00.000,2015-04-20T00:00:00.000,,,,6432.0,,,3,38,GRAND BOULEVARD,RM-5,60615,09/12/2025,,,,,,,41.80447379378849,-87.61767317170221
34063,16-11-230-024-0000,422 N KEDZIE AVE,2FM,Owned by City,,,,,,0.0,,,28,23,HUMBOLDT PARK,M1-2,60612,09/12/2025,,,,,,,41.88902082274076,-87.70670599714401
68425,19-34-411-011-0000,8443 S TRIPP AVE,Chicago Park District,Leased,2023-07-31T00:00:00.000,,,,,0.0,,,,,,,00000,09/12/2025,,,,,,,,
11282,16-13-201-018-0000,2616 W MONROE ST,,Owned by City,1998-10-22T00:00:00.000,,Not offered,Environmental Status: Requires Further Env. Review,E,0.0,5565.0,144681.0,27,27,EAST GARFIELD PARK,RM-5,60612,01/23/2026,Public Notice,Madison & Rockwell,,2024-11-15T00:00:00.000,Q4 2024,,41.8804594990675,-87.69215709597215
18571,20-08-401-002-0000,5103 S MAY ST,DOH,Owned by City,1998-10-20T00:00:00.000,,Interest,,,0.0,,,20,61,NEW CITY,B3-2,60609,09/12/2025,,,,,,,41.80129131854036,-87.65349841342369
24380,25-21-220-023-0000,118 W 113TH PL,DPD Large Lots,Sold,,,,,,0.0,,,9,49,ROSELAND,RS-3,60628,09/12/2025,,,,,,,41.68826313754049,-87.62651459741296
22964,25-25-200-006-0000,,DPD Open Space,Owned by City,2001-09-20T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
17697,20-16-305-023-0000,423 W 59TH ST,,Sold,1977-08-09T00:00:00.000,2013-11-25T00:00:00.000,,,,0.0,,,20,68,ENGLEWOOD,RS-3,0,09/12/2025,,,,,,,41.78706321684595,-87.63641285021022
35588,17-22-301-005-0000,1611 S WABASH AVE,,Sold,,2015-08-28T00:00:00.000,,,,0.0,,,3,33,NEAR SOUTH SIDE,DX-5,60616,09/12/2025,,,,,,,41.8597752035979,-87.62515515779158
20636,20-23-117-036-0000,6559 S UNIVERSITY AVE,,Sold,2000-02-11T00:00:00.000,2002-05-29T00:00:00.000,,,,6120.0,,,20,42,WOODLAWN,RT-4,60637,09/12/2025,,,,,,,41.77518924797204,-87.59886513333522
22037,25-25-206-003-0000,,Park District,Leased,2001-11-13T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
50685,25-21-426-001-0000,147 W 118TH ST,,Owned by City,2004-12-29T00:00:00.000,,Interest,,,0.0,,,9,53,WEST PULLMAN,RS-3,60628,09/12/2025,,,,,,,41.6795337310272,-87.62727274559509
24537,25-16-427-006-0000,333 W 110TH PL,,Owned by City,2006-09-07T00:00:00.000,,Interest,,,0.0,,,21,49,ROSELAND,RS-3,60628,09/12/2025,,,,,,,41.693136862566554,-87.63168434914631
35803,20-18-228-010-0000,5804 S HERMITAGE AVE,DPD Open Space,Owned by City,,,,,,0.0,,,15,67,WEST ENGLEWOOD,RS-3,60636,02/09/2026,,,,,,,41.78832912232347,-87.6684360246347
59297,20-34-303-039-0000,8338 S PRAIRIE AVE,,Owned by City,,,Application(s) Received,,,,5408.0,16225.0,6,44,CHATHAM,RS-2,,10/29/2025,,,,,,,41.742538571873794,-87.61840501758412
19133,20-29-408-012-0000,7637 S RACINE AVE,,Owned by City,,,Interest,,,0.0,,,17,71,AUBURN GRESHAM,B1-1,60620,09/12/2025,,,,,,,41.754881138357966,-87.65350433672535
18483,20-08-318-027-0000,5430 S BISHOP ST,,Owned by City,,,Offered,,,0.0,3127.0,10944.0,16,61,NEW CITY,RS-3,60609,09/12/2025,,,,,,,41.79494553396553,-87.66132220776534
62904,20-21-326-036-0000,7015 S PARNELL AVE,,Owned by City,,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,11506.0,23012.0,6,68,ENGLEWOOD,RT-4,60621,03/18/2026,Urban Agriculture,,,2024-11-15T00:00:00.000,Q4 2024,https://cocdpd.submittable.com/submit/67d66eae-21a9-41bb-86fe-969b328bad00/bcp-land-sales-urban-ag,41.76653632487031,-87.63803756038763
61611,20-21-120-014-0000,534 W 65TH PL,,Owned by City,1998-12-15T00:00:00.000,,,Environmental Status: Available for Sale Pending Updated Env. Review,Cat B,0.0,0.0,19074.0,6,68,ENGLEWOOD,RT-4,60621,09/12/2025,Affordable Housing,,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.7755472467984,-87.6382736380367
16875,20-18-428-012-0000,6235 S WOOD ST,DPD Large Lots,Sold,,2022-12-16T00:00:00.000,,,,3097.0,3099.0,9298.0,15,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.78020194563176,-87.66873700119477
61909,20-23-218-010-0000,1436 E 65TH PL,DPD Planning,Owned by City,1977-03-21T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,4939.0,113599.0,5,42,WOODLAWN,RM-5,60637,01/22/2026,Market Rate,,,2024-11-15T00:00:00.000,Q4 2024,https://cocdpd.submittable.com/submit/a549666e-52bf-4ec7-be08-5c0545e7817a/bpd-land-sales-market-rate-45-day,41.77630250224045,-87.58957589970173
21314,20-19-204-004-0000,1751 W 63RD ST,2FM,Owned by City,,,,,,0.0,,,15,67,WEST ENGLEWOOD,B1-1,60636,09/12/2025,,,,,,,41.779092919378904,-87.66866777405843
63143,17-34-321-004-0000,309 S STATE ST,,Owned by City,1991-03-26T00:00:00.000,,Interest,,,0.0,,,3,35,DOUGLAS,C1-3,60604,09/12/2025,,,,,,,41.82493908641777,-87.6262672243599
62807,17-34-410-007-0000,3613 S ELLIS AVE,,Owned by City,1995-03-07T00:00:00.000,,Interest,,,0.0,,,4,36,OAKLAND,RM-5,60653,09/12/2025,,,,,,,41.829357367662126,-87.60796517498903
22458,26-06-220-022-0000,8904 S BURLEY AVE,,Owned by City,,,Interest,,,0.0,0.0,9794.0,10,46,SOUTH CHICAGO,RS-2,60617,09/12/2025,,,,,,,41.73356659330925,-87.54610414234466
12837,17-07-314-048-0000,2140 W LAKE ST,DPD Real Estate,Sold,,2018-11-13T00:00:00.000,,,,0.0,,,27,28,NEAR WEST SIDE,PMD-4,60612,09/12/2025,,,,,,,41.88495477462437,-87.68076010490387
10883,16-13-112-010-0000,3137 W FIFTH AVE,DOH,Sold,2006-10-30T00:00:00.000,2023-05-31T00:00:00.000,,,,0.0,,,28,27,EAST GARFIELD PARK,PD 1529,00000,09/12/2025,,,,,,,41.878360277304836,-87.70506479417858
63121,20-17-419-001-0000,1023 W 61ST ST,,Owned by City,,,Interest,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78304216998419,-87.65073481273988
10124,16-14-313-020-0000,3911 W POLK ST,,Sold,1993-02-05T00:00:00.000,2001-11-27T00:00:00.000,,,,2100.0,,,24,26,WEST GARFIELD PARK,RT-4,60624,09/12/2025,,,,,,,41.87048384279737,-87.72339453098162
13291,16-23-326-027-0000,2150 S MILLARD AVE,,Sold,,,,,,2866.0,,,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.85236874909551,-87.71658475930434
8491,16-09-318-010-0000,48 N PINE AVE,DPD Planning,Owned by City,2003-04-11T00:00:00.000,,Application Closed,,,0.0,5535.91,16607.73,29,25,AUSTIN,RT-4,60644,05/01/2026,,,,,,,41.88166265699421,-87.76370860283599
61658,20-16-318-010-0000,725 W 61ST PL,,Owned by City,,,Interest,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78222893005984,-87.64394259359337
17831,20-09-218-007-0000,5017 S SHIELDS AVE,,Owned by City,1997-02-18T00:00:00.000,,Interest,,,0.0,,,20,37,FULLER PARK,RS-3,60609,09/12/2025,,,,,,,41.803088024592874,-87.6340501031632
58855,19-14-429-029-0000,3428 W 63RD ST,2FM,Owned by City,2006-12-21T00:00:00.000,,,,,0.0,,,14,66,CHICAGO LAWN,PD 832,60629,09/12/2025,,,,,,,41.779157618169535,-87.70916482128732
58520,16-14-206-003-0000,3357 W MONROE ST,,Sold,1969-08-12T00:00:00.000,2018-12-21T00:00:00.000,,,,0.0,,,28,27,EAST GARFIELD PARK,RM-5,60624,09/12/2025,,,,,,,41.87931681785915,-87.71060300868359
24970,26-30-406-018-0000,,DPD Open Space,Owned by City,,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
16276,20-15-311-016-0000,6036 S DR MARTIN LUTHER KING DR,DPD Planning,Owned by City,2000-09-19T00:00:00.000,,,,,0.0,170000.0,1275000.0,20,40,WASHINGTON PARK,RM-5,00000,05/01/2026,,,,,,,41.784469112237,-87.61620976833674
62815,17-18-102-020-0000,21 S LEAVITT ST,,Owned by City,1974-07-18T00:00:00.000,,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,2096.85,67099.2,27,28,NEAR WEST SIDE,RM-5,60612,03/17/2026,,,,2025-05-16T00:00:00.000,Q2 2025,https://cocdpd.submittable.com/submit/8a873c25-24be-4920-890e-7078e7b7b21e/bpd-land-sales-application-for-market-rate-development,41.88059391157767,-87.68117214535027
22753,25-25-213-015-0000,,Park District,Leased,2002-01-23T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
62757,20-27-228-020-0000,7406 S CHAMPLAIN AVE,,Owned by City,2013-03-20T00:00:00.000,,Application Closed,,,0.0,0.0,12543.0,6,69,GREATER GRAND CROSSING,RS-3,60619,09/12/2025,,,,2024-05-17T00:00:00.000,Q1 2024,https://cocdpd.submittable.com/submit/bff0b20d-5aa2-4b37-92d7-72670d658fdb/cbb-april-1-2024-city-lots-for-working-families-cl4wf-land-sale-application,41.760033849372334,-87.6094319302831
9507,16-14-208-016-0000,3530 W JACKSON BLVD,,Sold,1996-10-15T00:00:00.000,2014-09-19T00:00:00.000,,,,7102.0,,,28,27,EAST GARFIELD PARK,RM-5,60624,09/12/2025,,,,,,,41.87752842835198,-87.71473713939284
19955,20-26-403-039-0000,1420 E 76TH ST,,Owned by City,2007-02-21T00:00:00.000,,Offered,,,0.0,3123.0,9368.0,8,43,SOUTH SHORE,RS-3,60619,09/26/2025,,,,,,,41.75719166788886,-87.58983262685292
14475,20-03-425-017-0000,4616 S CHAMPLAIN AVE,DOH,Owned by City,,,,,,0.0,,,4,38,GRAND BOULEVARD,RT-4,60653,09/12/2025,,,,,,,41.8107024600483,-87.610599684835
50986,16-14-422-023-0000,3512 W GRENSHAW ST,DOH,Owned by City,1976-01-27T00:00:00.000,,Interest,,,0.0,,,24,29,NORTH LAWNDALE,RT-4,00000,09/12/2025,,,,,,,41.86753634796171,-87.71361579018044
58656,16-23-126-022-0000,1522 S RIDGEWAY AVE,,Owned by City,2001-11-09T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,4663.0,13990.0,24,29,NORTH LAWNDALE,RT-4,60623,10/28/2025,Missing Middle,Missing Middle Cluster B,,2024-11-15T00:00:00.000,Q4 2024,http://cocdpd.submittable.com/submit/cb2cbc22-cd3d-413c-b36f-58cc4ef01a01/bpd-land-sales-missing-middle,41.85999802828423,-87.71924356457647
62532,20-03-311-020-0000,4451 S CALUMET AVE,DPD Real Estate,Sold,,2025-12-31T00:00:00.000,,,,0.0,3125.0,64160.0,3,38,GRAND BOULEVARD,RM-5,60653,04/28/2026,,,,,,,41.813384135689624,-87.61790794944496
8209,16-02-228-015-0000,3221 W CRYSTAL ST,,Sold,1993-08-19T00:00:00.000,2014-08-12T00:00:00.000,,,,3099.0,,,26,23,HUMBOLDT PARK,RS-3,60651,09/12/2025,,,,,,,41.903487804584955,-87.70770592447795
35616,17-21-404-012-0000,1724 S DEARBORN ST,2FM,Owned by City,,,,,,0.0,,,3,33,NEAR SOUTH SIDE,PD 676,0,09/12/2025,,,,,,,41.85819054635461,-87.62898138797809
8232,16-02-304-015-0000,1131 N HAMLIN AVE,,Owned by City,2016-03-21T00:00:00.000,,Interest,,,0.0,3118.0,20266.0,27,23,HUMBOLDT PARK,RS-3,60651,09/12/2025,,,,,,,41.90184170896068,-87.72105076093096
61517,20-17-414-013-0000,6031 S PEORIA ST,,Owned by City,1982-11-30T00:00:00.000,,Interest,,,0.0,,,16,68,ENGLEWOOD,RS-3,60621,09/12/2025,,,,,,,41.78422951894139,-87.64697726747042
7533,13-14-114-003-0000,4553 N PULASKI RD,DPD Open Space,Sold,2006-12-21T00:00:00.000,2023-10-17T00:00:00.000,,,,0.0,,,33,14,ALBANY PARK,C1-1,60630,09/12/2025,,,,,,,41.96430508225818,-87.72756728901358
10187,16-22-115-023-0000,1516 S KILBOURN AVE,,Sold,,,,,,3075.0,,,24,29,NORTH LAWNDALE,RT-4,60623,09/12/2025,,,,,,,41.85995146301826,-87.73756583655816
18223,20-10-302-003-0000,5121 S MICHIGAN AVE,,Owned by City,1992-07-30T00:00:00.000,,Interest,,,0.0,,,3,40,WASHINGTON PARK,RM-5,60615,09/12/2025,,,,,,,41.80129925820034,-87.62215679866614
68426,26-08-109-006-0000,9910 S EWING AVE,,Owned by City,2023-07-31T00:00:00.000,,,,,3049.0,,,10,52,EAST SIDE,B3-1,60617,02/09/2026,,,,,,,41.715389174215034,-87.53564850449084
24445,25-09-204-024-0000,9530 S LASALLE ST,DPD Large Lots,Sold,1995-12-15T00:00:00.000,2023-09-28T00:00:00.000,,,,0.0,,,9,49,ROSELAND,RS-2,60628,09/12/2025,,,,,,,41.72068407454609,-87.6277775485019
25077,26-08-121-031-0000,10120 S EWING AVE,,Owned by City,2004-12-27T00:00:00.000,,Interest,,,0.0,,,10,52,EAST SIDE,B3-1,60617,09/12/2025,,,,,,,41.71126495597747,-87.53564741719516
35733,20-17-122-031-0000,5718 S ELIZABETH ST,,Owned by City,2002-06-26T00:00:00.000,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.78990462310128,-87.65633269379374
61665,20-17-423-053-0000,806 W 63RD ST,,Owned by City,,,Interest,,,0.0,,,16,68,ENGLEWOOD,PD 1227,60621,09/12/2025,,,,,,,41.78252312363566,-87.64526915619184
23199,25-25-201-026-0000,,DPD Open Space,Owned by City,2001-10-18T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
19197,20-28-125-016-0000,7400 S STEWART AVE,,Owned by City,1972-03-24T00:00:00.000,,Application(s) Received,,,0.0,13242.0,46346.0,6,69,GREATER GRAND CROSSING,RT-4,60621,09/12/2025,,,,,,,41.75966519994043,-87.63488781568157
22758,25-25-213-020-0000,,Park District,Leased,2002-01-17T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
9826,16-16-215-057-0000,4852 W GLADYS AVE,,Owned by City,2003-10-09T00:00:00.000,,Interest,,,0.0,,,29,25,AUSTIN,RS-3,60644,09/12/2025,,,,,,,41.876114089576845,-87.74714316602558
10872,16-12-330-036-0000,2932 W MADISON ST,DPD Planning,Owned by City,1982-03-24T00:00:00.000,,Application Closed,Environmental Status: Requires Further Env. Review,E,0.0,2446.0,46481.0,27,27,EAST GARFIELD PARK,C1-2,60612,05/19/2026,Mixed-Use,,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/5dfab578-6c8e-4931-8548-3191503c52c0/chiblockbuilder-2026,41.88131581868478,-87.70007868018217
35731,20-17-118-006-0000,5715 S LAFLIN ST,,Owned by City,,,Interest,,,0.0,,,16,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.78996202303986,-87.66170309218013
62499,20-10-201-010-0000,4710 S FORRESTVILLE AVE,,Owned by City,,,Interest,,,0.0,,,3,38,GRAND BOULEVARD,RM-5,60615,09/12/2025,,,,,,,41.80889359953666,-87.61301633802626
35320,20-19-421-007-0000,1709 W 69TH ST,,Owned by City,2006-08-29T00:00:00.000,,Interest,,,0.0,,,17,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.768252548238955,-87.6668100826835
62853,20-16-205-013-0000,5607 S LA SALLE ST,,Owned by City,2005-04-15T00:00:00.000,,Interest,,,0.0,,,20,68,ENGLEWOOD,RS-3,0,09/12/2025,,,,,,,41.792446343566255,-87.62890033208926
62743,20-09-417-053-0000,5344 S WELLS ST,,Owned by City,1976-01-27T00:00:00.000,,Interest,,,0.0,4175.0,12524.0,20,37,FULLER PARK,RS-3,60609,03/09/2026,,,,,,,41.796839583853725,-87.63215689146419
8619,16-09-315-026-0000,130 N LOTUS AVE,,Owned by City,2021-02-03T00:00:00.000,,Interest,,,0.0,8710.0,30485.0,37,25,AUSTIN,RT-4,60644,09/12/2025,,,,,,,41.88326000871584,-87.76209147098118
24199,25-24-216-007-0000,,Park District,Leased,2001-07-16T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
51117,20-26-111-034-0000,1018 E 73RD ST,2FM,Owned by City,2012-05-17T00:00:00.000,,,,,4687.0,,,5,69,GREATER GRAND CROSSING,B3-2,60619,09/12/2025,,,,,,,41.762575955313125,-87.59979914014643
62612,25-15-309-020-0000,10810 S MICHIGAN AVE,,Owned by City,2002-05-08T00:00:00.000,,Interest,,,0.0,,,9,49,ROSELAND,B3-2,60628,09/12/2025,,,,,,,41.69768084160309,-87.62122191899772
34646,25-34-409-021-0000,920 E 135TH ST,DPD Open Space,Owned by City,2005-06-16T00:00:00.000,,Interest,,,0.0,,,,,,,00000,09/12/2025,,,,,,,,
62375,20-18-428-032-0000,1754 W 63RD ST,,Owned by City,2010-07-13T00:00:00.000,,Offered,,,0.0,7113.0,14225.0,15,67,WEST ENGLEWOOD,RS-3,60636,09/12/2025,,,,,,,41.779676128648866,-87.66884611386101
14160,16-36-204-025-0000,2422 W 35TH ST,,Sold,,,,,,3100.0,,,12,59,MCKINLEY PARK,M1-2,60632,09/12/2025,,,,,,,41.830523274303054,-87.68608807088579
62993,17-34-310-075-0000,3562 S GILES AVE,DPD ANLAP,Sold,,2022-06-09T00:00:00.000,,,,2017.0,,,3,35,DOUGLAS,RM-5,60653,10/06/2025,,,,,,,41.829192187539306,-87.61963934361411
22580,25-24-428-032-0000,,Park District,Leased,2002-09-03T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
62475,20-16-101-015-0000,5539 S EMERALD AVE,,Owned by City,2001-06-22T00:00:00.000,,Interest,,,0.0,6284.0,12569.0,16,68,ENGLEWOOD,RS-3,60621,03/09/2026,,,,,,,41.79279894833582,-87.64355592462704
9199,16-11-412-027-0000,3221 W LAKE ST,,Sold,,1989-03-10T00:00:00.000,,,,2225.0,,,28,27,EAST GARFIELD PARK,M1-3,60624,09/12/2025,,,,,,,41.88417185848815,-87.70712939563579
33925,25-22-304-032-0000,132 E 116TH ST,DPD Planning,Owned by City,1996-08-22T00:00:00.000,,,,,0.0,,,9,53,WEST PULLMAN,RS-3,60628,02/09/2026,,,,,,,41.68293544308586,-87.61929901147292
22813,25-24-430-033-0000,,Park District,Leased,2002-04-16T00:00:00.000,,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
23663,25-19-210-006-0000,,,Sold,1977-10-21T00:00:00.000,2000-09-06T00:00:00.000,,,,0.0,,,,,,,0,09/12/2025,,,,,,,,
35671,20-19-420-005-0000,1745 W 69TH ST,DPD Planning,Owned by City,2005-07-05T00:00:00.000,,Application Closed,Environmental Status: Available for Sale Pending Updated Env. Review,B,0.0,6250.0,12500.0,17,67,WEST ENGLEWOOD,RS-3,60636,05/19/2026,Missing Middle,1735-1751 W 69th St. - Cluster E,2026-04-01T00:00:00.000,2026-05-18T00:00:00.000,Q2 2026,https://cocdpd.submittable.com/submit/1c1136ae-8e9a-4b41-bd25-9893383fb712/chiblockbuilder-2026-missing-middle,41.76823804958296,-87.66816276761631
24898,25-14-101-016-0000,10433 S CORLISS AVE,,Sold,1998-09-18T00:00:00.000,2006-06-23T00:00:00.000,,,,1992.0,,,9,50,PULLMAN,RS-3,60628,09/12/2025,,,,,,,41.7047124022301,-87.60356133280615
